Município;Qtd_aprovada;Valor_aprovado;Qtd_apresentada;Valor_apresentado;Qtd_Recusa_Pgto;Perda_Repasse
220865 Queimada Nova;20;-;20;-;0;0
220880 Regeneração;6850;35042,75;11767;66121,38;4917;31078,63
220887 Ribeira do Piauí;4350;3600;4350;3600;0;0
220890 Ribeiro Gonçalves;5815;2382;6045;3135,82;230;753,82
220900 Rio Grande do Piauí;948;2555,25;1497;6869,21;549;4313,96
220910 Santa Cruz do Piauí;338;4500;338;4500;0;0
220915 Santa Cruz dos Milagres;56;-;56;-;0;0
220920 Santa Filomena;1151;-;1151;-;0;0
220937 Santa Rosa do Piauí;21;3150;21;3150;0;0
220935 Santana do Piauí;40;3000;40;3000;0;0
220950 Santo Inácio do Piauí;429;-;429;-;0;0
220955 São Braz do Piauí;55;-;55;-;0;0
220960 São Félix do Piauí;540;6307,57;937;10913,89;397;4606,32
220965 São Francisco de Assis do Piauí;10031;4516,62;12244;10445,7;2213;5929,08
220970 São Francisco do Piauí;141;3000;141;3000;0;0
220980 São Gonçalo do Piauí;804;3996,6;880;4378,4;76;381,8
220985 São João da Canabrava;259;3600;259;3600;0;0
220987 São João da Fronteira;20;3000;20;3000;0;0
220990 São João da Serra;473;2568,28;945;4844,64;472;2276,36
220995 São João da Varjota;26;-;26;-;0;0
220997 São João do Arraial;44;6600;44;6600;0;0
221010 São José do Peixe;2001;10023,6;3200;20500,68;1199;10477,08
221020 São José do Piauí;723;2850;723;2850;0;0
221030 São Julião;354;3000;354;3000;0;0
221035 São Lourenço do Piauí;40;6000;40;6000;0;0
221037 São Luis do Piauí;275;-;275;-;0;0
221040 São Miguel do Tapuio;2016;20024,12;2837;22656,17;821;2632,05
221050 São Pedro do Piauí;9310;47779,57;9324;47779,57;14;0
221060 São Raimundo Nonato;31374;259312,39;34599;312836,71;3225;53524,32
221063 Sebastião Leal;24;3600;24;3600;0;0
221065 Sigefredo Pacheco;24;3600;24;3600;0;0
221070 Simões;6498;30315,61;7034;33428,5;536;3112,89
221090 Socorro do Piauí;1255;-;1255;-;0;0
221093 Sussuapara;14;-;14;-;0;0
221097 Tanque do Piauí;30;-;30;-;0;0
221100 Teresina;1703894;15091666,8;1712687;15124989,72;8793;33322,92
221110 União;16369;71898,73;18302;83831,23;1933;11932,5
221120 Uruçuí;20701;81937,96;20800;82574,26;99;636,3
221130 Valença do Piauí;28629;173636,35;30370;189462,44;1741;15826,09
221140 Várzea Grande;451;5739,08;451;5739,08;0;0
221150 Vera Mendes;51;7650;51;7650;0;0
221160 Vila Nova do Piauí;143;3000;143;3000;0;0
221170 Wall Ferraz;21;3150;21;3150;0;0
230010 Abaiara;1483;11353,06;1483;11353,06;0;0
230015 Acarape;12811;36461,85;15142;63049,53;2331;26587,68
230030 Acopiara;6147;21685,12;7458;30785,59;1311;9100,47
230050 Alcântaras;5534;-;5534;-;0;0
230060 Altaneira;4700;1565,84;8227;38375,69;3527;36809,85
230070 Alto Santo;7103;24804,72;7170;25569,71;67;764,99
230080 Antonina do Norte;3153;-;3153;-;0;0
230090 Apuiarés;11326;8252,41;11451;9264,91;125;1012,5
230110 Aracati;27436;126768,72;31285;155348,45;3849;28579,73
230125 Ararendá;1564;1944,37;1564;1944,37;0;0
230130 Araripe;16719;23032,05;17929;36411,59;1210;13379,54
230170 Aurora;4298;32393,6;4915;39854,03;617;7460,43
230200 Barro;4277;11583,4;4498;14339,27;221;2755,87
230205 Barroquinha;4543;1371,7;5434;12482,47;891;11110,77
230210 Baturité;33895;416482,17;33895;416482,17;0;0
230230 Bela Cruz;124226;9622,44;124819;15381,44;593;5759
230240 Boa Viagem;10086;64075,02;10086;64075,02;0;0
230250 Brejo Santo;26796;235298,84;27803;251040,65;1007;15741,81
230260 Camocim;53199;134954,9;53211;135044,16;12;89,26
230270 Campos Sales;29078;11865,6;29083;11911,22;5;45,62
230280 Canindé;64022;556535,55;66154;564199,69;2132;7664,14
230300 Caridade;3877;7791,82;5972;21141,63;2095;13349,81
230310 Cariré;3808;22426,2;3808;22426,2;0;0
230330 Cariús;4977;32709,39;4977;32709,39;0;0
230340 Carnaubal;14121;24947,53;15926;29261,54;1805;4314,01
230350 Cascavel;76178;757759,81;76280;757936,57;102;176,76
230360 Catarina;5862;6937,47;5862;6937,47;0;0
230365 Catunda;2592;3440,97;2592;3440,97;0;0
230370 Caucaia;328035;1840406,53;347573;1931196,68;19538;90790,15
230380 Cedro;5883;58221;5883;58221;0;0
230395 Chorozinho;11070;46657,14;12233;52597,07;1163;5939,93
230410 Crateús;18134;564445,91;21506;601406,28;3372;36960,37
230420 Crato;57484;1277245,12;87336;1482535,24;29852;205290,12
230423 Croatá;6216;18137,05;8158;23874,95;1942;5737,9
230425 Cruz;145618;44829,74;145820;46112,74;202;1283
230426 Deputado Irapuan Pinheiro;8566;10243,72;10903;35950,72;2337;25707
230427 Ererê;3413;-;3413;-;0;0
230428 Eusébio;54937;668085,07;80592;804283,07;25655;136198
230430 Farias Brito;9346;23146,02;9351;23146,02;5;0
230435 Forquilha;29786;862,05;29786;862,05;0;0
230440 Fortaleza;2311128;24362280,24;2590942;25636177,7;279814;1273897,46
230445 Fortim;469;1885,41;498;1914,41;29;29
230450 Frecheirinha;21143;-;21143;-;0;0
230460 General Sampaio;8429;8771,09;8528;10005,62;99;1234,53
230480 Granjeiro;3889;10128,54;3889;10128,54;0;0
230500 Guaraciaba do Norte;7384;42863,32;7392;42953,3;8;89,98
230520 Hidrolândia;2408;2852,17;3584;18030,59;1176;15178,42
230523 Horizonte;21092;87033,77;36057;161350,83;14965;74317,06
230526 Ibaretama;14373;2069,99;14373;2069,99;0;0
230530 Ibiapina;8724;32602,51;12918;61594,07;4194;28991,56
230535 Icapuí;2139;5016,63;5091;34371,73;2952;29355,1
230550 Iguatu;36408;641341,38;36408;641341,38;0;0
230560 Independência;7678;21007,13;7678;21007,13;0;0
230565 Ipaporanga;6438;-;6438;-;0;0
230580 Ipu;13778;88104,49;13836;90155,57;58;2051,08
230590 Ipueiras;7517;4550,73;118117;1017307,05;110600;1012756,32
230600 Iracema;9950;40714,54;13468;66054,34;3518;25339,8
230620 Itaiçaba;3524;3384,89;4805;9374,25;1281;5989,36
230630 Itapajé;33825;64306,44;33825;64306,44;0;0
230640 Itapipoca;43621;516035,51;47934;542546,75;4313;26511,24
230655 Itarema;15017;78342,72;15029;78462,72;12;120
230660 Itatira;496;6758,22;519;6865,63;23;107,41
230670 Jaguaretama;7530;21137,79;7530;21137,79;0;0
230680 Jaguaribara;13115;3883,46;13666;5943,86;551;2060,4
230690 Jaguaribe;21628;124008,48;23869;135243,35;2241;11234,87
230700 Jaguaruana;12027;38324,35;16162;71196,43;4135;32872,08
230760 Limoeiro do Norte;10389;53606,3;16267;99213,02;5878;45606,72
230770 Maranguape;62605;388860,11;62684;388860,11;79;0
230810 Mauriti;9578;50783,13;12785;67653,16;3207;16870,03
230830 Milagres;5527;18516,78;5590;19136,78;63;620
230835 Milhã;8445;14097,76;9570;16562,07;1125;2464,31
230850 Mombaça;9222;34684,13;11275;54545,33;2053;19861,2
230860 Monsenhor Tabosa;814;1041,86;814;1041,86;0;0
230870 Morada Nova;12465;92296,2;12499;93293,4;34;997,2
230890 Morrinhos;5008;22140,12;5008;22140,12;0;0
230900 Mucambo;6510;997,6;6510;997,6;0;0
230920 Nova Olinda;6141;8343,45;6293;9265,73;152;922,28
230930 Nova Russas;15247;106266,34;17831;125548,32;2584;19281,98
230945 Ocara;35982;46535,84;35985;46538,84;3;3
230950 Orós;6837;26962,35;10437;53683,56;3600;26721,21
230960 Pacajus;53411;115974,09;53423;116007,81;12;33,72
230970 Pacatuba;4042;36429,97;4181;41113,77;139;4683,8
230990 Pacujá;2279;951,6;2279;951,6;0;0
231000 Palhano;10146;369,01;10146;369,01;0;0
231010 Palmácia;9373;1453,07;9373;1453,07;0;0
231020 Paracuru;15690;35503,83;15764;36428,43;74;924,6
231025 Paraipaba;24758;4283,69;24771;4306,44;13;22,75
231030 Parambu;1856;4564,27;2696;6462,27;840;1898
231040 Paramoti;6302;5249,89;7583;18381,28;1281;13131,39
231050 Pedra Branca;14321;74226,18;14404;75465,08;83;1238,9
231070 Pentecoste;64742;185086,13;68153;221237,83;3411;36151,7
231080 Pereiro;8465;36515,47;10132;49222,48;1667;12707,01
231085 Pindoretama;16169;5139,43;23902;48976,16;7733;43836,73
231090 Piquet Carneiro;6498;18975,76;7345;22728,95;847;3753,19
231110 Porteiras;8468;8282;8551;9317,01;83;1035,01
231123 Potiretama;2323;2999,69;3169;12305,69;846;9306
231130 Quixadá;88338;381920,33;95197;446985,92;6859;65065,59
231135 Quixelô;3668;15332,29;4798;22284,25;1130;6951,96
231140 Quixeramobim;32934;122461,71;33628;126417,8;694;3956,09
231150 Quixeré;10263;45027,89;10263;45027,89;0;0
231160 Redenção;34809;64801,42;34993;66799,81;184;1998,39
231180 Russas;32516;542697,17;32516;542697,17;0;0
231195 Salitre;27629;18918,1;28353;22437,13;724;3519,03
231220 Santa Quitéria;11693;19092,56;11823;20584,3;130;1491,74
231210 Santana do Cariri;2077;4905;2077;4905;0;0
231230 São Benedito;12980;105376,25;13044;105978,6;64;602,35
231270 Senador Pompeu;34331;65177,95;34514;66347,55;183;1169,6
231290 Sobral;168961;3093986,96;173105;3119416,52;4144;25429,56
231300 Solonópole;19195;26616,74;22049;37039,26;2854;10422,52
231310 Tabuleiro do Norte;6192;46877,88;11316;66747,35;5124;19869,47
231320 Tamboril;10474;33890,8;10488;33962,9;14;72,1
231325 Tarrafas;4514;6754,98;5820;21215,06;1306;14460,08
231335 Tejuçuoca;15161;2983,37;16433;17011,85;1272;14028,48
231340 Tianguá;48399;210997,4;48405;210997,4;6;0
231360 Ubajara;9066;29611,86;9147;30708,87;81;1097,01
231370 Umari;1693;1547,08;1801;2155,57;108;608,49
231400 Várzea Alegre;38367;68797,37;38691;74202,08;324;5404,71
231410 Viçosa do Ceará;15272;30785,61;15305;30955,56;33;169,95
240010 Acari;1090;4531,64;1090;4531,64;0;0
240020 Açu;29850;253688,83;29850;253688,83;0;0
240050 Alexandria;7800;206687,18;8562;226081,09;762;19393,91
240080 Angicos;2402;19410,97;2402;19410,97;0;0
240100 Apodi;51007;143218,52;58738;195719,21;7731;52500,69
240110 Areia Branca;15845;82280,35;15845;82280,35;0;0
240120 Arês;4320;-;4320;-;0;0
240130 Augusto Severo;30500;7618,1;30580;8605,93;80;987,83
240140 Baía Formosa;5909;23363,1;5909;23363,1;0;0
240145 Baraúna;10;-;10;-;0;0
240165 Bodó;837;6173,47;871;6627,07;34;453,6
240200 Caicó;65434;657924,66;65434;657924,66;0;0
240210 Campo Redondo;6280;17725,79;6325;17848,64;45;122,85
240220 Canguaretama;30;-;30;-;0;0
240230 Caraúbas;3447;15784,79;3543;16028,39;96;243,6
240260 Ceará-Mirim;54;-;54;-;0;0
240270 Cerro Corá;8249;18308,36;8249;18308,36;0;0
240280 Coronel Ezequiel;1230;-;1230;-;0;0
240300 Cruzeta;9044;28543,62;9044;28543,62;0;0
240310 Currais Novos;85037;228839,2;85037;228839,2;0;0
240320 Doutor Severiano;2557;11148,17;4219;15389,04;1662;4240,87
240330 Encanto;1183;2838,79;1183;2838,79;0;0
240340 Equador;1914;9310,52;1914;9310,52;0;0
240360 Extremoz;19786;107208,97;19824;107208,97;38;0
240380 Florânia;6982;3154,5;6982;3154,5;0;0
240420 Goianinha;62;-;62;-;0;0
240440 Grossos;253;1094,2;287;1252,98;34;158,78
240450 Guamaré;24776;137887,62;27011;156664,75;2235;18777,13
240460 Ielmo Marinho;5798;19784,11;6618;20372,11;820;588
240480 Ipueira;1464;7237,95;1464;7237,95;0;0
240500 Jaçanã;1570;-;1570;-;0;0
240520 Janduís;5156;5171,41;5156;5171,41;0;0
240530 Januário Cicco;3770;18050,5;3770;18050,5;0;0
240550 Jardim de Angicos;9;-;9;-;0;0
240580 João Câmara;22432;151489,15;22552;151982,35;120;493,2
240600 José da Penha;3585;15880,67;4276;18403,14;691;2522,47
240620 Lagoa d'Anta;5150;23734,24;5150;23734,24;0;0
240650 Lagoa Nova;4525;18690,9;4718;19332,93;193;642,03
240670 Lajes;12081;52381,9;12433;53237,22;352;855,32
240700 Luís Gomes;2334;12769,85;3996;18473,05;1662;5703,2
240710 Macaíba;4934;-;4934;-;0;0
240720 Macau;14;-;14;-;0;0
240725 Major Sales;1564;3063,13;1574;4563,13;10;1500
240730 Marcelino Vieira;171;8702,44;171;8702,44;0;0
240750 Maxaranguape;146;696,17;216;1023,07;70;326,9
240770 Montanhas;10550;34481,87;11042;39401,87;492;4920
240780 Monte Alegre;16;-;16;-;0;0
240800 Mossoró;435679;3449550,09;438903;3499741,66;3224;50191,57
240810 Natal;1557986;12310226,08;1570414;12541129,19;12428;230903,11
240820 Nísia Floresta;13659;34925,36;13659;34925,36;0;0
240830 Nova Cruz;11;-;11;-;0;0
240860 Paraná;2591;8917,99;2965;10109,35;374;1191,36
240870 Paraú;137;5065,3;137;5065,3;0;0
240890 Parelhas;5125;22346,25;5407;26053,29;282;3707,04
240325 Parnamirim;345399;1960935,19;881039;7852718,24;535640;5891783,05
240940 Pau dos Ferros;110047;816526,27;111305;835286,59;1258;18760,32
240970 Pedro Avelino;8;-;8;-;0;0
241010 Poço Branco;14203;53759,84;14980;54895,09;777;1135,25
241020 Portalegre;33;-;33;-;0;0
241040 Pureza;2045;11427,12;2246;14090,32;201;2663,2
241070 Riacho da Cruz;800;927,73;800;927,73;0;0
241080 Riacho de Santana;1059;2732,4;1087;2808,84;28;76,44
240895 Rio do Fogo;4953;18475,31;4953;18475,31;0;0
241100 Rodolfo Fernandes;6476;4617,53;6562;5563,53;86;946
241120 Santa Cruz;64473;495060,05;64644;496147,25;171;1087,2
240933 Santa Maria;8442;9372,04;8442;9372,04;0;0
241140 Santana do Matos;6566;12254,51;6566;12254,51;0;0
241150 Santo Antônio;17732;232444,89;17732;232444,89;0;0
241180 São Fernando;1522;4155,84;1522;4155,84;0;0
241190 São Francisco do Oeste;640;-;640;-;0;0
241200 São Gonçalo do Amarante;59;-;59;-;0;0
241210 São João do Sabugi;975;3928,8;1248;6161,45;273;2232,65
241220 São José de Mipibu;1375;14887,46;2353;25645,46;978;10758
241230 São José do Campestre;8718;15520,27;9671;25050,27;953;9530
241240 São José do Seridó;3075;8374,71;3075;8374,71;0;0
241250 São Miguel;8622;26390,63;8637;26418,03;15;27,4
241255 São Miguel do Gostoso;4117;-;4117;-;0;0
241260 São Paulo do Potengi;13760;91939,57;13760;91939,57;0;0
241270 São Pedro;6070;30433,52;6070;30433,52;0;0
241340 Serra Negra do Norte;2651;9026,7;2651;9026,7;0;0
241360 Severiano Melo;1522;7810,04;2619;10466,3;1097;2656,26
241380 Taboleiro Grande;2677;9080,91;2677;9080,91;0;0
241410 Tenente Ananias;13610;15511,53;13994;19012,08;384;3500,55
241420 Tibau do Sul;12358;47358,15;12358;47358,15;0;0
241440 Touros;49;-;49;-;0;0
241460 Upanema;282;12000;282;12000;0;0
241500 Vila Flor;1738;5875,36;2862;13915,07;1124;8039,71
250020 Aguiar;1030;11141,96;1030;11141,96;0;0
250040 Alagoa Nova;5186;38818,98;5186;38818,98;0;0
250053 Alcantil;1563;3999,16;1563;3999,16;0;0
250077 Aparecida;593;6607,16;593;6607,16;0;0
250100 Araruna;3890;13229,08;4117;15159,63;227;1930,55
250110 Areia;113;43779,6;113;43779,6;0;0
250115 Areia de Baraúnas;28;-;28;-;0;0
250120 Areial;1568;12516,38;1568;12516,38;0;0
250135 Assunção;102;971,52;109;1004,21;7;32,69
250140 Baía da Traição;7662;7726,22;7662;7726,22;0;0
250160 Barra de Santa Rosa;2564;6003,43;2568;6014,35;4;10,92
250157 Barra de Santana;2405;19727,98;2405;19727,98;0;0
250180 Bayeux;36044;178408,3;36044;178408,3;0;0
250190 Belém;6899;53621,15;6899;53621,15;0;0
250205 Bernardino Batista;1987;1040,25;1990;1070,25;3;30
250215 Boa Vista;731;-;731;-;0;0
250220 Bom Jesus;619;2670,13;619;2670,13;0;0
250230 Bom Sucesso;747;2255,98;747;2255,98;0;0
250250 Boqueirão;16343;104043,24;16343;104043,24;0;0
250270 Borborema;279;9641;348;9963,23;69;322,23
250280 Brejo do Cruz;4913;43233,27;4979;44089,95;66;856,68
250310 Cabaceiras;904;4094,07;904;4094,07;0;0
250320 Cabedelo;37779;270853,57;38767;275867,22;988;5013,65
250330 Cachoeira dos Índios;939;13882,01;1936;20088,76;997;6206,75
250340 Cacimba de Areia;24;-;24;-;0;0
250355 Cacimbas;12;-;12;-;0;0
250360 Caiçara;1435;3742,3;1435;3742,3;0;0
250370 Cajazeiras;36021;251730,68;41746;256295,36;5725;4564,68
250390 Camalaú;6001;17306,19;6001;17306,19;0;0
250400 Campina Grande;347822;577610,76;384615;601653,13;36793;24042,37
250407 Caraúbas;16;-;16;-;0;0
250415 Casserengue;337;6801,06;337;6801,06;0;0
250430 Catolé do Rocha;812;11051,82;989;14067,9;177;3016,08
250435 Caturité;9323;5770,25;9323;5770,25;0;0
250450 Condado;744;5616,77;790;6642,09;46;1025,32
250460 Conde;5588;27443,49;5696;27746,97;108;303,48
250480 Coremas;3976;20758,02;24473;66374,59;20497;45616,57
250490 Cruz do Espírito Santo;15;-;15;-;0;0
250500 Cubati;3172;13320,92;3172;13320,92;0;0
250510 Cuité;228263;19595,82;235862;57118,23;7599;37522,41
250520 Cuitegi;106;7344,9;106;7344,9;0;0
250527 Curral de Cima;6688;4286,03;6703;4371,75;15;85,72
250530 Curral Velho;20;-;20;-;0;0
250580 Duas Estradas;322;1870,84;322;1870,84;0;0
250590 Emas;12;-;12;-;0;0
250600 Esperança;9809;54419,49;9861;54419,49;52;0
250625 Gado Bravo;2244;22505,23;2244;22505,23;0;0
250630 Guarabira;48197;311017,66;53294;354816,29;5097;43798,63
250640 Gurinhém;1604;10513,5;1604;10513,5;0;0
250650 Gurjão;1504;9178,76;1525;9388,76;21;210
250660 Ibiara;972;451,63;1130;873,26;158;421,63
250670 Imaculada;574;7618,36;746;11718,36;172;4100
250680 Ingá;6773;78517,56;6794;78602,5;21;84,94
250690 Itabaiana;12590;121907,2;12590;121907,2;0;0
250700 Itaporanga;14030;88419,46;14030;88419,46;0;0
250710 Itapororoca;4385;35691,08;4479;36472,58;94;781,5
250720 Itatuba;535;4112,2;535;4112,2;0;0
250730 Jacaraú;7428;37337,59;7733;39385,99;305;2048,4
250740 Jericó;349;16312,1;349;16312,1;0;0
250750 João Pessoa;1665026;12082063,13;1978269;12655419,65;313243;573356,52
251365 Joca Claudino;622;2487,26;630;2502,06;8;14,8
250780 Junco do Seridó;8;-;8;-;0;0
250800 Juru;3365;24083,41;3372;24142,21;7;58,8
250810 Lagoa;53;8;53;8;0;0
250820 Lagoa de Dentro;1534;15521,42;1534;15521,42;0;0
250830 Lagoa Seca;5348;43172,15;5980;50124,15;632;6952
250840 Lastro;287;2774,05;287;2774,05;0;0
250855 Logradouro;1237;4381,7;1328;4552,83;91;171,13
250860 Lucena;4244;23282,32;4244;23282,32;0;0
250870 Mãe d'Água;927;2187,27;936;2203,92;9;16,65
250880 Malta;60;7800;61;7950;1;150
250890 Mamanguape;46525;109441,18;46533;109441,18;8;0
250900 Manaíra;3185;10903;3185;10903;0;0
250910 Mari;6530;36935,68;6530;36935,68;0;0
250920 Massaranduba;2819;27441,84;2819;27441,84;0;0
250933 Matinhas;203;953,92;203;953,92;0;0
250939 Maturéia;437;30436,29;441;30474,5;4;38,21
250940 Mogeiro;11139;32907,89;13047;38797,31;1908;5889,42
250950 Montadas;1747;7598,75;1747;7598,75;0;0
250970 Monteiro;30522;173542,15;32055;190809,3;1533;17267,15
250980 Mulungu;1524;4892,75;1524;4892,75;0;0
250990 Natuba;3791;11041,96;3791;11041,96;0;0
251020 Nova Olinda;476;4537,93;476;4537,93;0;0
251030 Nova Palmeira;443;411;443;411;0;0
251060 Ouro Velho;3018;9831,2;4311;22761,2;1293;12930
251065 Parari;416;340,91;416;340,91;0;0
251080 Patos;53052;534487,76;54368;632305,69;1316;97817,93
251100 Pedra Branca;189;1367,97;189;1367,97;0;0
251130 Piancó;29052;93216,5;30637;98789,77;1585;5573,27
251140 Picuí;11666;169973,49;12967;183620,13;1301;13646,64
251150 Pilar;4940;24109,37;5103;25485,97;163;1376,6
251200 Pocinhos;3910;37163,97;3910;37163,97;0;0
251203 Poço Dantas;1353;-;1353;-;0;0
251210 Pombal;49262;171222,74;49270;171231,99;8;9,25
251230 Princesa Isabel;48784;186694,39;48784;186694,39;0;0
251240 Puxinanã;10871;-;10871;-;0;0
251250 Queimadas;16322;92697,79;16439;92883,82;117;186,03
251270 Remígio;7427;37413,68;7427;37413,68;0;0
251274 Riachão;612;5979,18;612;5979,18;0;0
251275 Riachão do Bacamarte;8;-;8;-;0;0
251276 Riachão do Poço;5;-;5;-;0;0
251280 Riacho dos Cavalos;1006;1380,91;1046;1380,91;40;0
251290 Rio Tinto;14468;57322,48;14468;57322,48;0;0
251300 Salgadinho;10;-;10;-;0;0
251315 Santa Cecília;1741;11925,43;1751;11953,73;10;28,3
251340 Santa Luzia;1994;12993,63;3497;29006,51;1503;16012,88
251370 Santa Rita;64483;337701,44;64483;337701,44;0;0
251380 Santa Teresinha;77;-;77;-;0;0
251360 Santana dos Garrotes;1019;1890,55;1069;1890,55;50;0
251392 São Bentinho;612;823,35;725;1130,96;113;307,61
251390 São Bento;23206;124419,64;23289;125249,64;83;830
251398 São Francisco;466;5070,82;466;5070,82;0;0
251400 São João do Cariri;427;1984,74;427;1984,74;0;0
250070 São João do Rio do Peixe;2329;14628,23;4818;39943,34;2489;25315,11
251430 São José de Caiana;1685;12683,45;1686;12728,45;1;45
251440 São José de Espinharas;44;117,4;44;117,4;0;0
251455 São José de Princesa;51;3063;51;3063;0;0
251470 São José do Sabugi;593;1763,6;593;1763,6;0;0
251480 São José dos Cordeiros;764;4065,05;764;4065,05;0;0
251490 São Mamede;1745;15908,82;1745;15908,82;0;0
251510 São Sebastião de Lagoa de Roça;1914;14321,72;1914;14321,72;0;0
251520 São Sebastião do Umbuzeiro;505;9153,47;583;9519,03;78;365,56
251540 São Vicente do Seridó;1149;10238,61;1149;10238,61;0;0
251550 Serra Branca;5564;33171,06;5564;33171,06;0;0
251560 Serra da Raiz;142;732,17;215;1930,83;73;1198,66
251570 Serra Grande;511;1081,39;511;1081,39;0;0
251580 Serra Redonda;1196;3950,25;1196;3950,25;0;0
251597 Sobrado;605;1847,2;605;1847,2;0;0
251600 Solânea;6420;56153,27;6420;56153,27;0;0
251615 Sossêgo;741;1912,61;741;1912,61;0;0
251620 Sousa;59502;620904,07;60423;627706,61;921;6802,54
251630 Sumé;7902;53233,44;7902;53233,44;0;0
251640 Tacima;1138;4732;1387;5252,11;249;520,11
251675 Tenório;691;8853,89;961;12717,06;270;3863,17
251680 Triunfo;7863;-;7863;-;0;0
251700 Umbuzeiro;1928;10763,58;1928;10763,58;0;0
250550 Vista Serrana;363;820,39;363;820,39;0;0
251740 Zabelê;2328;22,48;2328;22,48;0;0
260010 Afogados da Ingazeira;49489;340234,45;49489;340234,45;0;0
260030 Agrestina;10792;122943,59;11017;126045,44;225;3101,85
260050 Águas Belas;8033;31983;8033;31983;0;0
260070 Aliança;18282;63743,24;18282;63743,24;0;0
260080 Altinho;14044;38514,4;14112;38680,37;68;165,97
260090 Amaraji;17423;110668,93;17423;110668,93;0;0
260105 Araçoiaba;10998;50139,47;10998;50139,47;0;0
260110 Araripina;309;23544,62;310;23589,62;1;45
260120 Arcoverde;158606;1460223,72;169390;1550908,71;10784;90684,99
260130 Barra de Guabiraba;11765;9382,55;11765;9382,55;0;0
260140 Barreiros;31885;127947,5;31885;127947,5;0;0
